state_index,split,c1e_split,run_bucket,bucket_group,source_bucket,source_group,position,seat,actual_high_regret,actual_low_margin,actual_teacher_disagreement,candidate_is_baseline,candidate_action_local_index,candidate_action_original_index,baseline_action_local_index,baseline_action_original_index,actual_delta_candidate_vs_baseline,candidate_loss,gain_stderr_proxy,teacher_delta_lcb_196,teacher_delta_lcb_164,high_mc_label_source,high_mc_delta_candidate_vs_baseline,high_mc_lower95_candidate_vs_baseline,high_mc_diagnosis,predicted_delta_vs_baseline,gate_probability,predicted_EV_margin_top1_top2,reference_margin_raw,safe_lcb196_label,safe_lcb164_label,safe_lcb196_gate_label_id,safe_lcb164_gate_label_id,hard_negative_label,gray_label,current_proxy_m2p5_g0p9_fired,stage8b_gate_weight,stage8b_priority_score,hard_negative_source,replay_ready
6195,test,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,True,True,0,15,17,13,0,-0.4694788455963135,0.4694788455963135,0.8423528069453574,-2.120490347209214,-1.8509374489866997,,,,,-3.4252021312713623,0.026962717965632987,0.21607351303100586,0.2331317812240319,negative,negative,0,0,0,0,0,1.5,-2.120490347209214,,1
6196,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,True,True,1,1,19,1,19,0.0,0.0,0.9371584417001068,-1.8368305457322092,-1.536939844388175,,,,,-1.0831503868103027,0.004268023629706693,0.0013790130615234375,0.0942667434374691,gray,gray,1,1,0,1,0,0.15,-1.8368305457322092,,1
6197,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,1,0,19,0,19,0.0,0.0,1.2631410498714941,-2.4757564577481284,-2.0715513217892503,,,,,-1.3244752883911133,0.006240043819077524,0.9724874496459961,0.061176378976036005,gray,gray,1,1,0,1,0,0.15,-2.4757564577481284,,1
6198,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,False,True,1,2,0,2,0,0.0,0.0,0.7372608282473637,-1.4450312233648328,-1.2091077583256764,,,,,0.5771760940551758,0.9859439281840375,0.08886289596557617,0.024838175342760227,gray,gray,1,1,0,1,0,0.15,-1.4450312233648328,,1
6199,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,True,0,0,23,1,20,0.31740593910217285,0.0,1.2178869399170997,-2.0696524631353426,-1.6799286423618707,,,,,-0.31362104415893555,3.5303152414047844e-05,0.7691669464111328,0.03825631438024768,gray,gray,1,1,0,1,0,0.15,-2.0696524631353426,,1
6200,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,1,0,20,0,20,0.0,0.0,1.2114581397102222,-2.3744579538320356,-1.9867913491247644,,,,,-1.2762060165405273,0.004530457132051881,2.9649248123168945,0.02245241194361558,gray,gray,1,1,0,1,0,0.15,-2.3744579538320356,,1
6201,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,True,1,1,11,1,11,0.0,0.0,0.9694865075008119,-1.9001935547015913,-1.5899578723013315,,,,,0.6230502128601074,0.006680787052517158,0.29627227783203125,0.046044501787520176,gray,gray,1,1,0,1,0,0.15,-1.9001935547015913,,1
6202,test,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,False,True,1,1,12,1,12,0.0,0.0,0.8358106124842646,-1.6381888004691585,-1.3707294044741938,,,,,1.1815752983093262,0.017868911620078157,0.4929323196411133,0.10661402014635613,gray,gray,1,1,0,1,0,0.15,-1.6381888004691585,,1
6203,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,10,1,6,1.5283803939819336,0.0,1.1739680641876464,-0.7725970118258534,-0.39692723128580654,,,,,1.2640738487243652,0.0012557320119397247,2.7552919387817383,0.21278872669037696,gray,gray,1,1,0,1,0,0.15,-0.7725970118258534,,1
6204,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,1,0,13,0,13,0.0,0.0,0.9394254363878107,-1.841273855320109,-1.5406577156760095,,,,,-0.8373682498931885,0.0006409537984553011,0.17894458770751953,0.029749010706844103,gray,gray,1,1,0,1,0,0.15,-1.841273855320109,,1
6205,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,1,0,21,0,21,0.0,0.0,0.8939628110108677,-1.7521671095813007,-1.466099010057823,,,,,-0.5493664741516113,0.00019980208454779157,0.011274337768554688,0.14570899212373156,gray,gray,1,1,0,1,0,0.15,-1.7521671095813007,,1
6206,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,True,0,1,4,2,20,0.03982877731323242,0.0,0.9646072137276416,-1.850801361592945,-1.5421270532000997,,,,,0.0746011734008789,0.002447335827902434,0.14065074920654297,0.04342023130016415,gray,gray,1,1,0,1,0,0.15,-1.850801361592945,,1
6207,test,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,True,True,1,4,2,4,2,0.0,0.0,1.1746015636244156,-2.3022190647038547,-1.9263465643440414,,,,,2.367971420288086,0.26063527986823826,0.3996715545654297,0.14163257270685747,gray,gray,1,1,0,1,0,0.15,-2.3022190647038547,,1
6208,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,1,0,2,0,2,0.0,0.0,1.0358977181679128,-2.030359527609109,-1.6988722577953768,,,,,0.18470048904418945,0.001371310430456158,1.7327234745025635,0.1274941298402723,gray,gray,1,1,0,1,0,0.15,-2.030359527609109,,1
6209,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,1,0,0,0,0,0.0,0.0,0.8821356466754376,-1.7289858674838579,-1.4467024605477177,,,,,-1.091064691543579,0.003093788051761799,0.6060163974761963,0.08286528357818623,gray,gray,1,1,0,1,0,0.15,-1.7289858674838579,,1
6210,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,False,True,0,0,17,1,16,10.909873962402344,0.0,0.9249952949272592,9.096883184344916,9.392881678721638,,,,,8.566116333007812,0.9901662771663693,8.667983055114746,0.057759104804025796,positive,positive,2,2,0,0,1,2.0,9.096883184344916,,1
6211,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,4,7,2,3,-0.7249183654785156,0.7249183654785156,1.0560693248249353,-2.7948142421353888,-2.4568720581914096,,,,,-1.1479337215423584,0.03090322441290485,0.8377761840820312,0.03458753835588091,negative,negative,0,0,0,0,0,1.5,-2.7948142421353888,,1
6212,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,17,5,10,1.936051368713379,0.0,1.0404458893859558,-0.10322257448309458,0.22972011012041138,,,,,0.17377662658691406,0.23537908366857233,0.31200313568115234,0.08107857658115947,gray,positive,1,2,0,1,0,0.15,249.89677742551692,,1
6213,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,False,1,0,4,0,4,0.0,0.0,1.044716103281847,-2.04764356243242,-1.7133344093822291,,,,,-0.8164329528808594,0.0010310619489691806,0.6627464294433594,0.030953942820389102,gray,gray,1,1,0,1,0,0.15,-2.04764356243242,,1
6214,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,1,0,20,0,20,0.0,0.0,0.9135844449225085,-1.7906255120481165,-1.4982784896729138,,,,,-0.40359020233154297,0.00888686051021127,2.041043758392334,0.1278898733366569,gray,gray,1,1,0,1,0,0.15,-1.7906255120481165,,1
6215,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,False,True,0,2,4,3,12,0.7225813269615173,0.0,0.8445041323959661,-0.9326467725345762,-0.6624054501678671,,,,,-0.33406734466552734,0.018291782699518547,0.7077994346618652,0.027876142892908184,gray,gray,1,1,0,1,0,0.15,-0.9326467725345762,,1
6216,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,1,0,11,0,11,0.0,0.0,1.068942280393303,-2.095126869570874,-1.753065339845017,,,,,0.9026813507080078,0.0022448397898206665,0.5301322937011719,0.04723029947566104,gray,gray,1,1,0,1,0,0.15,-2.095126869570874,,1
6217,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,True,1,1,10,1,10,0.0,0.0,1.2675564380151925,-2.484410618509777,-2.0787925583449156,,,,,-0.6535232067108154,0.0022108530459400756,0.8553223609924316,0.1996571110390759,gray,gray,1,1,0,1,0,0.15,-2.484410618509777,,1
6218,test,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,1,0,5,0,5,0.0,0.0,0.957864851198721,-1.8774151083494932,-1.5708983559659024,,,,,-1.101731300354004,0.004623641908193743,2.3262555599212646,0.1398040497704378,gray,gray,1,1,0,1,0,0.15,-1.8774151083494932,,1
6219,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,2,1,16,2.067293643951416,0.0,1.0007029118202668,0.10591593678369304,0.4261408685661785,,,,,0.3978147506713867,0.02466682841746716,1.1716432571411133,0.09209186231081556,positive,positive,2,2,0,0,0,2.0,500.1059159367837,,1
6220,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,1,13,12,13,12,0.0,0.0,0.9213054946886132,-1.805758769589682,-1.5109410112893256,,,,,0.19077253341674805,0.6085738991924515,0.5082869529724121,0.02385221802861448,gray,gray,1,1,0,1,0,0.15,-1.805758769589682,,1
6221,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,True,True,0,1,3,5,12,1.1787714958190918,0.0,0.9858494177337165,-0.7534933629389924,-0.4380215492642032,,,,,1.1256794929504395,0.0072252624662029466,0.26995086669921875,0.02611872977607632,gray,gray,1,1,0,1,0,0.15,-0.7534933629389924,,1
6222,test,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,True,0,0,4,3,1,0.39568066596984863,0.0,0.8758427057473402,-1.3209710372949381,-1.0407013714557893,,,,,2.120878219604492,0.8333314831348888,0.01750469207763672,0.085760689266829,gray,gray,1,1,0,1,0,0.15,-1.3209710372949381,,1
6223,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,1,0,1,0,1,0.0,0.0,1.0858461169255673,-2.128258389174112,-1.7807876317579303,,,,,-0.19843816757202148,0.0038108555296574274,5.69295072555542,0.17876827981320087,gray,gray,1,1,0,1,0,0.15,-2.128258389174112,,1
6224,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,True,False,0,2,3,0,0,-0.31950879096984863,0.31950879096984863,0.8867096170989734,-2.0574596404838363,-1.773712563012165,,,,,0.3245506286621094,0.004623929400573859,0.24425244331359863,0.010433075354778332,negative,negative,0,0,0,0,0,1.5,-2.0574596404838363,,1
6225,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,1,0,14,0,14,0.0,0.0,0.943945348715816,-1.8501328834829993,-1.5480703718939381,,,,,-1.5549790859222412,0.0014675627298547124,1.8114399909973145,0.11047893768088901,gray,gray,1,1,0,1,0,0.15,-1.8501328834829993,,1
6226,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,25,1,5,1.6314382553100586,0.0,1.050587805206531,-0.42771384289474224,-0.09152574522865198,,,,,-0.8964548110961914,4.81048912688548e-05,0.15753650665283203,0.11843912392074696,gray,gray,1,1,0,1,0,0.15,-0.42771384289474224,,1
6227,test,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,1,0,11,0,11,0.0,0.0,1.3975454953114008,-2.7391891708103455,-2.291974612310697,,,,,1.8805785179138184,0.3190483966279582,2.591984272003174,0.14660141386596237,gray,gray,1,1,0,1,0,0.15,-2.7391891708103455,,1
6228,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,True,0,0,6,1,14,0.740925669670105,0.0,1.2555991947896323,-1.7200487521175742,-1.318257009784892,,,,,-2.1161117553710938,0.0004212229922886435,1.0949687957763672,0.0839041346724434,gray,gray,1,1,0,1,0,0.15,-1.7200487521175742,,1
6229,val,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,True,0,4,14,1,15,-1.7837073802947998,1.7837073802947998,0.9952460558120484,-3.7343896496864146,-3.4159109118265594,,,,,1.9198322296142578,0.384018495183167,0.6378071308135986,0.051657014623240904,negative,negative,0,0,0,0,0,1.5,-3.7343896496864146,,1
6230,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,3,1,17,1.0513975620269775,0.0,1.1528404876438425,-1.2081697937549536,-0.8392608377089241,,,,,0.5193748474121094,0.008075371835608573,1.5854673385620117,0.05019953393206933,gray,gray,1,1,0,1,0,0.15,-1.2081697937549536,,1
6231,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,1,0,17,0,17,0.0,0.0,1.2005571945176676,-2.3530921012546284,-1.968913799008975,,,,,-0.373077392578125,0.0014664234916785695,1.3120622634887695,0.10586178772415167,gray,gray,1,1,0,1,0,0.15,-2.3530921012546284,,1
6232,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,True,True,1,7,16,7,16,0.0,0.0,0.9821957210818779,-1.9251036133204806,-1.6108009825742797,,,,,0.5060567855834961,0.07521725629467252,0.06474065780639648,0.0632309450412234,gray,gray,1,1,0,1,0,0.15,-1.9251036133204806,,1
6233,test,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,True,0,5,1,13,22,0.47258126735687256,0.0,1.0252667261779576,-1.5369415159519244,-1.2088561635749777,,,,,-0.2688460350036621,0.24393596166531512,0.2652590274810791,0.03206641472358651,gray,gray,1,1,0,1,0,0.15,-1.5369415159519244,,1
6234,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,True,0,0,19,2,18,0.6432695388793945,0.0,1.1146029144000242,-1.5413521733446531,-1.184679240736645,,,,,1.1377906799316406,0.00045969442924435975,1.8002095222473145,0.20731469709208605,gray,gray,1,1,0,1,0,0.15,-1.5413521733446531,,1
6235,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,1,0,12,0,12,0.0,0.0,1.1502738126080485,-2.254536672711775,-1.8864490526771995,,,,,-0.8726992607116699,9.110856619276547e-05,0.5365805625915527,0.021674986613526404,gray,gray,1,1,0,1,0,0.15,-2.254536672711775,,1
6236,val,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,13,1,10,6.905163764953613,0.0,0.9033832115353323,5.134532670344362,5.423615298035669,,,,,2.2768192291259766,0.27038775343877314,3.8297853469848633,0.04508993506790837,positive,positive,2,2,0,0,0,2.0,505.13453267034436,,1
6237,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,7,3,8,17,0.09608626365661621,0.0,0.9744990001752689,-1.8139317766869107,-1.5020920966308247,,,,,0.5070462226867676,0.016525564946072945,0.03309345245361328,0.01039684932974172,gray,gray,1,1,0,1,0,0.15,-1.8139317766869107,,1
6238,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,True,True,1,3,7,3,7,0.0,0.0,1.1039885650418697,-2.1638175874820647,-1.8105412466686661,,,,,0.016840457916259766,0.0046913045177841076,0.531702995300293,0.0,gray,gray,1,1,0,1,0,0.15,-2.1638175874820647,,1
6239,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,True,0,0,4,4,18,0.5526594519615173,0.0,0.9448578187021536,-1.2992618726947036,-0.9969073707100145,,,,,-1.0599322319030762,0.012894816632653612,0.7458221912384033,0.00024446531606514554,gray,gray,1,1,0,1,0,0.15,-1.2992618726947036,,1
6240,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,True,0,5,16,7,18,0.1253831386566162,0.0,0.9344352169421591,-1.7061098865500157,-1.4070906171285247,,,,,0.528132438659668,0.08004159664431199,0.77927565574646,0.014095559628982013,gray,gray,1,1,0,1,0,0.15,-1.7061098865500157,,1
6241,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,0,1,7,0,15,-0.9936456680297852,0.9936456680297852,0.7705909918166398,-2.504004011990399,-2.2574148946090746,,,,,0.1276102066040039,6.427429290900418e-05,0.3159818649291992,0.06262085188361688,negative,negative,0,0,0,0,0,1.5,-2.504004011990399,,1
6242,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,False,0,3,12,0,2,-0.18677139282226562,0.18677139282226562,1.249453726863771,-2.635700697475257,-2.23587550487885,,,,,0.5076436996459961,0.011368121837046847,0.15842628479003906,0.030977228987776773,gray,gray,1,1,0,1,0,0.15,-2.635700697475257,,1
6243,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,2,10,4,2,0.9623575210571289,0.0,1.3324445342816362,-1.649233766134878,-1.2228515151647543,,,,,1.2027692794799805,0.059160347318046515,0.8232712745666504,0.06410488253955116,gray,gray,1,1,0,1,0,0.15,-1.649233766134878,,1
6244,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,True,True,0,1,19,23,12,5.238410949707031,0.0,1.245462522481696,2.7973044056429073,3.19585241283705,,,,,3.196913242340088,0.9841098644111987,0.4428520202636719,0.13312613076239543,positive,positive,2,2,0,0,1,2.0,2.7973044056429073,,1
6245,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,True,True,0,0,3,4,9,2.5875911712646484,0.0,1.3325656349352657,-0.02423747320847225,0.40218352997081297,,,,,1.363698959350586,0.08535014253046433,1.5507421493530273,0.21818936423842317,gray,positive,1,2,0,1,0,0.15,249.97576252679153,,1
6246,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,True,True,0,7,5,8,21,0.17884588241577148,0.0,1.325157783984538,-2.418463374193923,-1.994412883318871,,,,,2.042546272277832,0.8693963717924033,0.19824647903442383,0.04806979541108625,gray,gray,1,1,0,1,0,0.15,-2.418463374193923,,1
6247,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,11,1,2,1.611402988433838,0.0,1.1522168885563044,-0.646942113136519,-0.27823270879850126,,,,,-1.2668094635009766,0.0016897756657836137,0.4354062080383301,0.0005844317655769871,gray,gray,1,1,0,1,0,0.15,-0.646942113136519,,1
6248,test,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,0,7,16,0,20,-1.9191641807556152,1.9191641807556152,0.8015094573704866,-3.490122717201769,-3.233639690843213,,,,,-0.054524898529052734,0.6121198256793472,0.10096931457519531,0.09743339433814269,negative,negative,0,0,0,0,0,1.5,-3.490122717201769,,1
6249,val,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,False,True,0,2,17,5,15,1.152268886566162,0.0,1.0193916323078525,-0.8457387127572287,-0.5195333904187158,,,,,-1.255143404006958,0.0011205368918047066,0.7223825454711914,0.050633618549410286,gray,gray,1,1,0,1,0,0.15,-0.8457387127572287,,1
6250,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,False,0,1,7,0,15,-0.2762777805328369,0.2762777805328369,1.0531582652844715,-2.340467980490401,-2.00345733559937,,,,,-0.46330809593200684,0.004107611386942025,0.015655040740966797,0.12047195798082733,negative,negative,0,0,0,0,0,1.5,-2.340467980490401,,1
6251,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,False,True,0,3,17,9,10,2.2036290168762207,0.0,0.9955981021298702,0.25225673670167503,0.5708481293832337,,,,,1.438995361328125,0.9969639578904107,0.47968006134033203,0.10700061465725241,positive,positive,2,2,0,0,0,2.0,500.25225673670167,,1
6252,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,True,0,0,15,2,17,0.8386566638946533,0.0,0.9227997701700573,-0.970030885638659,-0.6747349591842406,,,,,2.4401092529296875,0.0602555478386496,3.681206226348877,0.08038313134388009,gray,gray,1,1,0,1,0,0.15,-0.970030885638659,,1
6253,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,True,0,0,20,2,12,0.08046102523803711,0.0,0.9011894457953946,-1.6858702885209362,-1.39748966586641,,,,,0.17293643951416016,0.10622686418178273,1.447044849395752,0.0018771790921334741,gray,gray,1,1,0,1,0,0.15,-1.6858702885209362,,1
6254,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,1,8,19,8,19,0.0,0.0,0.9664020325393906,-1.8941479837772055,-1.5848993333646004,,,,,1.3471884727478027,0.0198249815870584,2.107234477996826,2.2182822975391758e-05,gray,gray,1,1,0,1,0,0.15,-1.8941479837772055,,1
6255,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,False,True,0,2,20,3,9,0.016895294189453125,0.0,0.9938595972846626,-1.9310695164884855,-1.6130344453573933,,,,,0.4395575523376465,0.0017498743864836565,0.6391139030456543,0.023508370145495228,gray,gray,1,1,0,1,0,0.15,-1.9310695164884855,,1
6256,test,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,False,True,0,0,25,1,5,1.6259245872497559,0.0,0.9820484271496339,-0.2988903299635266,0.015365166724356394,,,,,0.20375442504882812,0.00038077085256555673,0.06465482711791992,0.087603711890897,gray,positive,1,2,0,1,0,0.15,-0.2988903299635266,,1
6257,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,False,True,0,0,16,1,7,1.5279227495193481,0.0,0.9585702319312744,-0.35087490506594965,-0.04413243084794183,,,,,-0.03427410125732422,0.00018441580871209824,1.123575210571289,0.004762475531766341,gray,gray,1,1,0,1,0,0.15,-0.35087490506594965,,1
6258,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,0,4,18,1.7669497728347778,0.0,1.15115478060211,-0.4893135971453577,-0.12094406735268248,,,,,0.9517722129821777,0.0015849801279203205,0.5827383995056152,0.00017791896061147838,gray,gray,1,1,0,1,0,0.15,-0.4893135971453577,,1
6259,val,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,1,0,5,0,5,0.0,0.0,1.1337861340579807,-2.222220822753642,-1.8594092598550882,,,,,-1.1705546379089355,0.0041619751872730495,1.1362428665161133,0.03872508715923573,gray,gray,1,1,0,1,0,0.15,-2.222220822753642,,1
6260,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,True,0,3,20,1,9,-2.1626510620117188,2.1626510620117188,1.325291092095076,-4.760221602518067,-4.336128453047643,,,,,-0.541539192199707,0.0005523217578694879,0.1271810531616211,0.029481219227015742,negative,negative,0,0,0,0,0,1.5,-4.760221602518067,,1
6261,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,3,2,7,5.529622554779053,0.0,1.2241110302636464,3.130364935462306,3.5220804651466726,,,,,0.5747570991516113,0.9808915922465075,3.7286930084228516,0.23221348664296215,positive,positive,2,2,0,0,0,2.0,503.1303649354623,,1
6262,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,True,False,True,0,1,19,4,20,1.3280878067016602,0.0,0.990872799284604,-0.6140228798961638,-0.29694358412509025,,,,,1.7531371116638184,0.0019701818254633484,1.1615371704101562,0.12584770003202017,gray,gray,1,1,0,1,0,0.15,-0.6140228798961638,,1
6263,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,1,0,18,0,18,0.0,0.0,1.233942134691632,-2.4185265839955985,-2.0236651008942763,,,,,-1.6876184940338135,0.005890808880022759,0.8978466987609863,2.440816349924546e-06,gray,gray,1,1,0,1,0,0.15,-2.4185265839955985,,1
6264,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,True,True,0,2,20,3,12,0.7445986270904541,0.0,1.1467956738479437,-1.5031208936515155,-1.1361462780201734,,,,,1.2653450965881348,0.8369921549540531,0.7551538944244385,0.00968988739033172,gray,gray,1,1,0,1,0,0.15,-1.5031208936515155,,1
6265,val,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,True,False,0,6,14,0,18,-2.0857129096984863,2.0857129096984863,1.0520049949223171,-4.147642699746228,-3.8110011013710863,,,,,-1.8584067821502686,0.1889142273121407,0.008717060089111328,0.029374003726219122,negative,negative,0,0,0,0,0,1.5,-4.147642699746228,,1
6266,val,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,first,first,False,True,False,0,4,8,0,3,-0.31207942962646484,0.31207942962646484,1.087001715651543,-2.442602792303489,-2.094762243294995,,,,,-2.0631766319274902,0.0114107950909109,1.4423742294311523,0.08524396246231447,negative,negative,0,0,0,0,0,1.5,-2.442602792303489,,1
6267,val,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,0,3,12,0,20,-0.8651223182678223,0.8651223182678223,1.2139220846010788,-3.2444096040859365,-2.8559545370135915,,,,,1.7480802536010742,0.04293927388548106,1.707777976989746,0.11657645920296389,negative,negative,0,0,0,0,0,1.5,-3.2444096040859365,,1
6268,val,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,False,False,False,0,1,4,0,22,-0.27263379096984863,0.27263379096984863,1.1079985660319902,-2.4443109803925496,-2.0897514392623124,,,,,0.4293327331542969,0.007464440215945716,0.9770734310150146,2.218282297494767e-05,negative,negative,0,0,0,0,0,1.5,-2.4443109803925496,,1
6269,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,0,6,3,7,1.2180957794189453,0.0,0.8639700523467188,-0.47528552318062345,-0.19881510642967326,,,,,-0.4009528160095215,0.0013198087815639093,0.6806850433349609,0.003568836915292195,gray,gray,1,1,0,1,0,0.15,-0.47528552318062345,,1
6270,train,enriched,predicted_high_regret_from_pool,predicted_high_regret,from_pool,difficult_spots,second,second,True,False,True,0,1,18,3,10,0.3321061134338379,0.0,0.8701415548241609,-1.3733713340215175,-1.094926036477786,,,,,-0.7533721923828125,0.00893494372066664,0.4052133560180664,0.04005558441222412,gray,gray,1,1,0,1,0,0.15,-1.3733713340215175,,1
