state_index,c1e_split,sample_id,source_group,position,replay_ready,missing_replay_fields,replay_packet_path,baseline_action_recoverable,candidate_action_recoverable,teacher_action_recoverable
555,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:556,1,1,1
556,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:557,1,1,1
557,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:558,1,1,1
558,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:559,1,1,1
559,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:560,1,1,1
560,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:561,1,1,1
561,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:562,1,1,1
562,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:563,1,1,1
563,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:564,1,1,1
564,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:565,1,1,1
565,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:566,1,1,1
566,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:567,1,1,1
567,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:568,1,1,1
568,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:569,1,1,1
569,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:570,1,1,1
570,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:571,1,1,1
571,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:572,1,1,1
572,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:573,1,1,1
573,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:574,1,1,1
574,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:575,1,1,1
575,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:576,1,1,1
576,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:577,1,1,1
577,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:578,1,1,1
578,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:579,1,1,1
579,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:580,1,1,1
580,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:581,1,1,1
581,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:582,1,1,1
582,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:583,1,1,1
583,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:584,1,1,1
584,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:585,1,1,1
585,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:586,1,1,1
586,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:587,1,1,1
587,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:588,1,1,1
588,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:589,1,1,1
589,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:590,1,1,1
590,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:591,1,1,1
591,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:592,1,1,1
592,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:593,1,1,1
593,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:594,1,1,1
594,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:595,1,1,1
595,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:596,1,1,1
596,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:597,1,1,1
597,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:598,1,1,1
598,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:599,1,1,1
599,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:600,1,1,1
600,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:601,1,1,1
601,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:602,1,1,1
602,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:603,1,1,1
603,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:604,1,1,1
604,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:605,1,1,1
605,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:606,1,1,1
606,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:607,1,1,1
607,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:608,1,1,1
608,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:609,1,1,1
609,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:610,1,1,1
610,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:611,1,1,1
611,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:612,1,1,1
612,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:613,1,1,1
613,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:614,1,1,1
614,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:615,1,1,1
615,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:616,1,1,1
616,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:617,1,1,1
617,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:618,1,1,1
618,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:619,1,1,1
619,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:620,1,1,1
620,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:621,1,1,1
621,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:622,1,1,1
622,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:623,1,1,1
623,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:624,1,1,1
624,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:625,1,1,1
625,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:626,1,1,1
626,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:627,1,1,1
627,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:628,1,1,1
628,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:629,1,1,1
629,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:630,1,1,1
630,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:631,1,1,1
631,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:632,1,1,1
632,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:633,1,1,1
633,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:634,1,1,1
634,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:635,1,1,1
635,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:636,1,1,1
636,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:637,1,1,1
637,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:638,1,1,1
638,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:639,1,1,1
639,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:640,1,1,1
640,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:641,1,1,1
641,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:642,1,1,1
642,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:643,1,1,1
643,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:644,1,1,1
644,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:645,1,1,1
645,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:646,1,1,1
646,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:647,1,1,1
647,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:648,1,1,1
648,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:649,1,1,1
649,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:650,1,1,1
650,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:651,1,1,1
651,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:652,1,1,1
652,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:653,1,1,1
653,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:654,1,1,1
654,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:655,1,1,1
655,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:656,1,1,1
656,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:657,1,1,1
657,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:658,1,1,1
658,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:659,1,1,1
659,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:660,1,1,1
660,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:661,1,1,1
661,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:662,1,1,1
662,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:663,1,1,1
663,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:664,1,1,1
664,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:665,1,1,1
665,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:666,1,1,1
666,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:667,1,1,1
667,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:668,1,1,1
668,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:669,1,1,1
669,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:670,1,1,1
670,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:671,1,1,1
671,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:672,1,1,1
672,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:673,1,1,1
673,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:674,1,1,1
674,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:675,1,1,1
675,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:676,1,1,1
676,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:677,1,1,1
677,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:678,1,1,1
678,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:679,1,1,1
679,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:680,1,1,1
680,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:681,1,1,1
681,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:682,1,1,1
682,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:683,1,1,1
683,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:684,1,1,1
684,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:685,1,1,1
685,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:686,1,1,1
686,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:687,1,1,1
687,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:688,1,1,1
688,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:689,1,1,1
689,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:690,1,1,1
690,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:691,1,1,1
691,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:692,1,1,1
692,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:693,1,1,1
693,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:694,1,1,1
694,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:695,1,1,1
695,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:696,1,1,1
696,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:697,1,1,1
697,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:698,1,1,1
698,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:699,1,1,1
699,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:700,1,1,1
700,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:701,1,1,1
701,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:702,1,1,1
702,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:703,1,1,1
703,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:704,1,1,1
704,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:705,1,1,1
705,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:706,1,1,1
706,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:707,1,1,1
707,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:708,1,1,1
708,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:709,1,1,1
709,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:710,1,1,1
710,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:711,1,1,1
711,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:712,1,1,1
712,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:713,1,1,1
713,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:714,1,1,1
714,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:715,1,1,1
715,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:716,1,1,1
716,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:717,1,1,1
717,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:718,1,1,1
718,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:719,1,1,1
719,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:720,1,1,1
720,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:721,1,1,1
721,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:722,1,1,1
722,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:723,1,1,1
723,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:724,1,1,1
724,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:725,1,1,1
725,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:726,1,1,1
726,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:727,1,1,1
727,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:728,1,1,1
728,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:729,1,1,1
729,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:730,1,1,1
730,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:731,1,1,1
731,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:732,1,1,1
732,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:733,1,1,1
733,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:734,1,1,1
734,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:735,1,1,1
735,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:736,1,1,1
736,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:737,1,1,1
737,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:738,1,1,1
738,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:739,1,1,1
739,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:740,1,1,1
740,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:741,1,1,1
741,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:742,1,1,1
742,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:743,1,1,1
743,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:744,1,1,1
744,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:745,1,1,1
745,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:746,1,1,1
746,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:747,1,1,1
747,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:748,1,1,1
748,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:749,1,1,1
749,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:750,1,1,1
750,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:751,1,1,1
751,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:752,1,1,1
752,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:753,1,1,1
753,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:754,1,1,1
754,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:755,1,1,1
755,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:756,1,1,1
756,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:757,1,1,1
757,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:758,1,1,1
758,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:759,1,1,1
759,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:760,1,1,1
760,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:761,1,1,1
761,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:762,1,1,1
762,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:763,1,1,1
763,unbiased,3,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:764,1,1,1
764,unbiased,4,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:765,1,1,1
765,unbiased,5,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:766,1,1,1
766,unbiased,6,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:767,1,1,1
767,unbiased,7,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:768,1,1,1
768,unbiased,8,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:769,1,1,1
769,unbiased,9,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:770,1,1,1
770,unbiased,10,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:771,1,1,1
771,unbiased,11,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:772,1,1,1
772,unbiased,12,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:773,1,1,1
773,unbiased,13,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:774,1,1,1
774,unbiased,14,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:775,1,1,1
775,unbiased,15,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:776,1,1,1
776,unbiased,16,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:777,1,1,1
777,unbiased,17,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:778,1,1,1
778,unbiased,18,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:779,1,1,1
779,unbiased,19,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:780,1,1,1
780,unbiased,0,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:781,1,1,1
781,unbiased,1,policy_on_distribution,second,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:782,1,1,1
782,unbiased,2,policy_on_distribution,first,1,,outputs\hu_turn2_stage8_20k_mc512\natural.jsonl:783,1,1,1
